id,cloud provider,Total Ram,Total CPU,Total Disk Space (GB),Cpu Utilization,Network Latency (milliseconds),Cost Per Year ($),Average IOPS,classification
2458,AWS,4,1,8,79.2,125,285.4,725,optimal
2459,On-prem,16,8,16,46.23,228,848.4,821,underutilized
2460,AWS,64,16,32,72.6,119,3322.6,1206,optimal
2461,AWS,4,1,8,84.88,108,285,750,overutilized
2462,AWS,8,2,8,43.71,150,485,854,overutilized
2463,AWS,16,4,16,77.76,150,893.2,942,overutilized
2464,On-prem,2,1,8,57.87,114,162.6,823,underutilized
2465,AWS,2,1,8,80.9,124,203.6,956,overutilized
2466,On-prem,1,1,8,61.51,129,130,746,optimal
2467,On-prem,4,2,8,45.15,279,260.8,678,underutilized
2468,GCP,8,1,8,66.63,120,446.4,1051,optimal
2469,GCP,1,1,8,96.67,123,162.6,811,overutilized
2470,GCP,32,16,16,51.51,128,2032.2,1322,underutilized
2471,On-prem,16,4,16,90.58,219,716.2,814,overutilized
2472,On-prem,1,1,8,92.79,245,129.6,703,overutilized
2473,GCP,8,2,8,95.66,41,485,709,overutilized
2474,AWS,32,16,16,87.75,99,2035.6,1006,overutilized
2475,GCP,2,1,8,84.52,115,203.6,883,overutilized
2476,GCP,2,1,8,94.34,53,202.2,797,overutilized
2477,AWS,4,1,8,90.38,119,284,823,overutilized
2478,GCP,1,1,8,43.55,149,161.8,740,overutilized
2479,AWS,16,4,16,47.17,51,889.6,849,underutilized
2480,AWS,1,1,8,78.96,132,162.8,950,optimal
2481,AWS,4,2,8,42.51,40,323.2,674,underutilized
2482,GCP,2,1,8,41.62,121,202.2,761,underutilized
2483,AWS,2,1,8,90.72,78,203.6,876,overutilized
2484,AWS,1,1,8,79.15,78,161.6,908,optimal
2485,On-prem,4,2,8,94.75,275,259,692,overutilized
2486,AWS,64,16,32,53.84,59,3322.2,1537,underutilized
2487,AWS,64,16,32,72.11,91,3340.6,1599,optimal
2488,GCP,32,16,16,67.88,86,2039.2,1258,optimal
2489,AWS,2,1,8,82.46,93,203.2,865,overutilized
2490,AWS,4,1,8,86.08,135,283.8,849,overutilized
2491,AWS,1,1,8,62.88,142,162,654,overutilized
2492,On-prem,4,2,8,87.74,150,258.6,830,overutilized
2493,AWS,1,1,8,76.48,66,161.6,758,optimal
2494,AWS,2,1,8,51.37,86,202.6,944,underutilized
2495,AWS,8,2,8,51.47,90,488.2,886,underutilized
2496,GCP,8,1,8,66.65,96,445.6,716,optimal
2497,AWS,1,1,8,65.17,42,162.6,807,optimal
2498,GCP,8,1,8,65.35,115,445,890,optimal
2499,AWS,4,2,8,62.12,82,324.6,734,optimal
2500,GCP,8,1,8,77.63,54,446,1041,optimal
2501,AWS,1,1,8,44.64,135,161.6,826,underutilized
2502,AWS,32,16,16,52.93,93,2024.8,1356,underutilized
2503,GCP,2,1,8,60.85,48,203.6,867,optimal
2504,AWS,4,2,8,81.45,118,325.6,745,overutilized
2505,On-prem,64,16,32,97.09,199,2652,1510,overutilized
2506,AWS,2,1,8,95.08,83,202.4,714,overutilized
2507,GCP,2,1,8,71.36,148,202.4,651,overutilized
2508,AWS,2,1,8,86.51,133,203.8,798,overutilized
2509,AWS,1,1,8,49.9,115,162,941,underutilized
2510,GCP,8,2,8,73,49,488.8,965,optimal
2511,On-prem,16,4,16,53.45,203,711.2,1029,underutilized
2512,AWS,32,16,16,91.05,86,2032.8,1043,overutilized
2513,GCP,16,8,16,58.32,72,1055,782,underutilized
2514,GCP,1,1,8,43.21,77,162.4,731,underutilized
2515,AWS,8,2,8,95.31,98,488.4,808,overutilized
2516,On-prem,1,1,8,81.79,138,130.4,759,overutilized
2517,AWS,2,1,8,76.7,74,203.8,917,optimal
2518,AWS,32,16,16,69.43,50,2020,1015,optimal
2519,GCP,1,1,8,66.29,76,161.6,932,optimal
2520,On-prem,2,1,8,91.48,271,162.2,736,overutilized
2521,GCP,64,16,32,89.68,63,3322,1527,overutilized
2522,GCP,4,1,8,67.26,87,283,682,optimal
2523,On-prem,1,1,8,66.54,184,129.6,746,optimal
2524,On-prem,1,1,8,66.93,87,129.6,863,optimal
2525,AWS,2,1,8,48.81,89,202,967,underutilized
2526,GCP,4,2,8,64.73,54,324.6,997,optimal
2527,AWS,16,8,16,49.81,108,1060.6,823,underutilized
2528,GCP,64,16,32,97.16,112,3342.6,1291,overutilized
2529,GCP,4,2,8,73.25,73,323.2,732,optimal
2530,AWS,8,2,8,41,123,486.6,776,underutilized
2531,AWS,8,1,8,82.67,48,445,905,overutilized
2532,On-prem,8,2,8,73.32,190,391.2,930,optimal
2533,AWS,1,1,8,52.74,112,162.6,656,underutilized
2534,GCP,16,4,16,42.16,122,893.4,1150,underutilized
2535,AWS,16,4,16,69.28,91,894.4,1064,optimal
2536,GCP,4,1,8,93.1,43,285.2,813,overutilized
2537,AWS,1,1,8,95.65,148,162.2,669,overutilized
2538,AWS,2,1,8,85.88,59,202.2,703,overutilized
2539,GCP,32,16,16,57.06,146,2030.6,1072,overutilized
2540,AWS,64,16,32,67.13,139,3315.8,1762,overutilized
2541,GCP,16,8,16,70.55,132,1056,1004,optimal
2542,GCP,64,16,32,73.39,57,3335,1262,optimal
2543,GCP,64,16,32,65.41,54,3326.6,1448,optimal
2544,GCP,16,8,16,70,46,1052.6,867,optimal
2545,On-prem,8,2,8,76.21,55,388.2,949,optimal
2546,AWS,8,2,8,78.63,146,486.4,977,overutilized
2547,AWS,1,1,8,93.88,97,163.2,784,overutilized
2548,GCP,64,16,32,69.04,56,3322.4,1368,optimal
2549,AWS,16,8,16,49.25,63,1054.4,883,underutilized
2550,On-prem,8,2,8,63.51,89,391.6,885,optimal
2551,AWS,32,16,16,65.83,145,2029.2,1206,overutilized
2552,On-prem,64,16,32,93.57,140,2651.8,1335,overutilized
2553,AWS,1,1,8,86.59,120,161.6,832,overutilized
2554,GCP,1,1,8,86.61,128,161.8,647,overutilized
2555,AWS,16,4,16,67.25,50,889.6,840,optimal
2556,AWS,4,2,8,85.68,81,323.4,920,overutilized
2557,AWS,1,1,8,86.67,76,161.6,693,overutilized
2558,AWS,1,1,8,82.24,111,162,787,overutilized
2559,GCP,2,1,8,76.16,99,203,706,optimal
2560,AWS,2,1,8,66.04,64,203.8,835,optimal
2561,GCP,64,16,32,54.32,80,3314.6,1307,underutilized
2562,GCP,32,16,16,61.01,119,2038,1182,optimal
2563,AWS,1,1,8,97.16,138,161.8,746,overutilized
2564,AWS,32,16,16,65.63,128,2031,1162,optimal
2565,GCP,32,16,16,51.82,49,2034.4,1171,underutilized
2566,AWS,64,16,32,78.11,134,3337.4,1568,optimal
2567,AWS,2,1,8,60.98,121,204,733,optimal
2568,GCP,16,4,16,52.27,112,897.4,840,underutilized
2569,AWS,1,1,8,78.65,68,162.6,751,optimal
2570,GCP,4,1,8,85.33,146,285.2,824,overutilized
2571,AWS,8,1,8,72.38,137,445.8,975,optimal
2572,AWS,8,2,8,94.85,90,485.8,792,overutilized
2573,GCP,64,16,32,40.89,110,3320.6,1746,overutilized
2574,AWS,32,16,16,61.58,134,2025.6,1347,optimal
2575,On-prem,8,1,8,70.19,215,357.2,1007,optimal
2576,AWS,8,2,8,58.8,109,485.8,817,underutilized
2577,On-prem,8,1,8,41.73,270,359,785,underutilized
2578,On-prem,16,4,16,81.64,135,711.2,1124,overutilized
2579,On-prem,2,1,8,74.53,62,162.4,904,optimal
2580,AWS,16,4,16,52.9,98,894.4,822,underutilized
2581,GCP,4,2,8,65.36,43,324.2,966,optimal
2582,AWS,32,16,16,81.19,61,2022,1122,overutilized
2583,On-prem,2,1,8,44.83,268,161.6,747,underutilized
2584,AWS,2,1,8,53.69,117,203.8,682,underutilized
2585,AWS,1,1,8,44.26,50,161.6,710,underutilized
2586,On-prem,4,1,8,86.96,60,226.6,868,overutilized
2587,GCP,16,8,16,47.75,92,1056.6,950,underutilized
2588,AWS,8,2,8,46.36,51,489,785,underutilized
2589,GCP,4,2,8,75.96,147,323.2,977,overutilized
2590,AWS,8,2,8,67.87,74,488.6,717,optimal
2591,AWS,8,1,8,68.8,61,447.2,880,optimal
2592,On-prem,8,1,8,76.69,87,357,703,optimal
2593,AWS,32,16,16,43.72,129,2033.8,1254,underutilized
2594,AWS,64,16,32,66.63,107,3322.2,1549,optimal
2595,GCP,4,2,8,85.41,75,323.2,885,overutilized
2596,AWS,64,16,32,90.15,69,3343,1656,overutilized
2597,AWS,2,1,8,58.52,71,202.4,743,underutilized
2598,On-prem,16,4,16,55.49,72,715.6,893,underutilized
2599,AWS,8,1,8,45.04,89,444.8,747,underutilized
2600,On-prem,8,2,8,54.1,196,391.4,844,underutilized
2601,AWS,1,1,8,67.25,75,162.8,651,optimal
2602,AWS,32,16,16,82.06,133,2035,1161,overutilized
2603,AWS,16,8,16,77.19,142,1052.8,1066,overutilized
2604,GCP,32,16,16,70.5,93,2039.4,1014,optimal
2605,GCP,4,1,8,91.12,72,284,867,overutilized
2606,On-prem,32,16,16,55.66,155,1624.2,1276,underutilized
2607,GCP,8,1,8,87.45,102,448.6,847,overutilized
2608,On-prem,32,16,16,74.33,90,1626.4,1073,optimal
2609,AWS,8,1,8,60.18,73,448.4,983,optimal
2610,AWS,32,16,16,89.89,103,2030.8,1226,overutilized
2611,On-prem,8,2,8,68,102,389.8,778,optimal
2612,AWS,8,1,8,57.44,47,444.8,926,underutilized
2613,On-prem,8,2,8,75.38,155,390.2,771,optimal
2614,GCP,64,16,32,42.94,40,3330.6,1355,underutilized
2615,GCP,8,2,8,92.81,59,489.4,709,overutilized
2616,AWS,1,1,8,94.88,51,163,834,overutilized
2617,GCP,64,16,32,49,52,3321.2,1201,underutilized
2618,AWS,32,16,16,61.77,85,2028.4,1098,optimal
2619,GCP,16,4,16,48.75,59,893.2,1027,underutilized
2620,AWS,16,8,16,92.27,54,1059,1015,overutilized
2621,AWS,16,4,16,79.18,71,893,1066,optimal
2622,AWS,32,16,16,92.25,55,2028,1177,overutilized
2623,AWS,64,16,32,67.99,44,3342.4,1570,optimal
2624,AWS,8,1,8,48.68,118,444.4,756,underutilized
2625,AWS,2,1,8,96.63,43,203.4,719,overutilized
2626,AWS,32,16,16,74.16,85,2037.4,1139,optimal
2627,AWS,32,16,16,47.81,136,2031.8,946,underutilized
2628,AWS,1,1,8,79.89,44,161.8,677,optimal
2629,AWS,16,4,16,72.78,146,890,1021,overutilized
2630,GCP,32,16,16,58.94,131,2035.4,1264,underutilized
2631,GCP,64,16,32,97.89,132,3335.6,1681,overutilized
2632,AWS,1,1,8,61.44,94,162.2,957,optimal
2633,AWS,8,2,8,56.6,58,488,1016,underutilized
2634,On-prem,32,16,16,44.5,238,1621.6,1215,underutilized
2635,GCP,8,1,8,83.69,107,447.4,719,overutilized
2636,GCP,8,2,8,54.77,140,489.4,796,underutilized
2637,On-prem,4,1,8,60.8,286,227.8,752,overutilized
2638,On-prem,32,16,16,94.55,273,1629.8,1076,overutilized
2639,On-prem,16,4,16,90.64,292,716.8,1059,overutilized
2640,AWS,8,2,8,41.31,132,486.2,753,underutilized
2641,AWS,4,2,8,62.54,106,325.6,974,optimal
2642,On-prem,8,2,8,77.87,131,390.8,813,optimal
2643,GCP,64,16,32,57.6,125,3330.4,1609,underutilized
2644,AWS,32,16,16,77.12,82,2038.8,1000,optimal
2645,GCP,32,16,16,73.02,91,2030,977,optimal
2646,AWS,2,1,8,48.77,123,203.6,785,underutilized
2647,GCP,16,4,16,92.93,104,890,1054,overutilized
2648,AWS,1,1,8,72.67,125,162.8,812,optimal
2649,AWS,8,1,8,74.94,60,444.6,1045,optimal
2650,AWS,32,16,16,58.44,104,2028.4,1090,underutilized
2651,AWS,64,16,32,75.77,56,3321.4,1782,overutilized
2652,GCP,1,1,8,69.24,100,162.2,740,optimal
2653,GCP,16,8,16,69.74,125,1060.4,959,optimal
2654,On-prem,64,16,32,94.46,288,2669.6,1458,overutilized
2655,GCP,64,16,32,42.06,140,3320,1738,overutilized
2656,GCP,64,16,32,78.1,110,3335.6,1253,optimal
2657,AWS,64,16,32,68.49,135,3332,1783,overutilized
2658,GCP,4,2,8,64.74,82,324.2,750,optimal
2659,AWS,32,16,16,43.47,88,2020.2,1232,underutilized
2660,AWS,16,4,16,83.95,149,890,1035,overutilized
2661,GCP,16,4,16,96.54,131,896.6,869,overutilized
2662,GCP,16,4,16,69.28,42,895.6,836,optimal
2663,AWS,1,1,8,63.85,43,162.8,828,optimal
2664,AWS,1,1,8,69.46,117,163,904,optimal
2665,AWS,4,2,8,75.47,48,324.6,781,optimal
2666,On-prem,64,16,32,91.31,210,2659,1358,overutilized
2667,GCP,8,2,8,89.02,110,488,776,overutilized
2668,On-prem,64,16,32,78.31,65,2661.2,1598,optimal
2669,On-prem,64,16,32,79.37,182,2662.8,1312,optimal
2670,AWS,4,1,8,66.62,52,282.8,954,optimal
2671,GCP,1,1,8,48.39,77,161.8,884,underutilized
2672,AWS,8,1,8,81.08,44,446,1035,overutilized
2673,AWS,16,8,16,43.44,150,1058.4,797,overutilized
2674,AWS,64,16,32,76.53,45,3316.6,1538,optimal
2675,GCP,2,1,8,97.69,129,203.4,972,overutilized
2676,AWS,64,16,32,94.06,96,3322.2,1662,overutilized
2677,On-prem,1,1,8,43.28,164,130.6,857,underutilized
2678,AWS,32,16,16,78.16,87,2031.2,970,optimal
2679,AWS,8,1,8,91.76,95,445.8,1024,overutilized
2680,On-prem,2,1,8,86.94,203,162.2,934,overutilized
2681,GCP,64,16,32,55.88,48,3317.4,1473,underutilized
2682,GCP,4,2,8,80.25,50,326,900,overutilized
2683,GCP,16,4,16,40.16,121,890.6,1102,underutilized
2684,GCP,8,1,8,75.01,107,444.4,775,optimal
2685,AWS,64,16,32,60.54,101,3339.6,1786,overutilized
2686,AWS,8,1,8,53.67,147,445.2,1017,overutilized
2687,AWS,2,1,8,49.56,70,203.8,890,underutilized
2688,GCP,8,2,8,41.36,45,486.2,960,underutilized
2689,GCP,2,1,8,83.85,48,203.8,769,overutilized
2690,GCP,8,2,8,72.17,90,488.2,999,optimal
2691,AWS,64,16,32,53.7,107,3334.6,1389,underutilized
2692,On-prem,16,4,16,44.33,212,712,1154,underutilized
2693,AWS,64,16,32,95.32,79,3345,1374,overutilized
2694,GCP,32,16,16,41.84,60,2030,1367,underutilized
2695,AWS,4,2,8,86.81,108,324.6,845,overutilized
2696,AWS,8,2,8,69.91,132,489.4,975,optimal
2697,AWS,2,1,8,54.36,128,203.2,964,underutilized
2698,AWS,64,16,32,76.53,70,3331.6,1473,optimal
2699,AWS,1,1,8,59.22,44,161.8,772,underutilized
2700,AWS,2,1,8,41.96,100,203.2,653,underutilized
2701,AWS,2,1,8,43.91,88,204,951,underutilized
2702,On-prem,1,1,8,68.87,160,129.6,953,optimal
2703,On-prem,64,16,32,80.61,194,2670,1657,overutilized
2704,On-prem,32,16,16,95.91,143,1620.8,1033,overutilized
2705,On-prem,16,8,16,68.41,64,844.8,911,optimal
2706,On-prem,2,1,8,66.3,94,162,694,optimal
2707,AWS,2,1,8,78.05,113,202.4,681,optimal
2708,GCP,64,16,32,47.84,129,3318.2,1266,underutilized
2709,AWS,32,16,16,42.87,43,2036.6,1294,underutilized
2710,AWS,1,1,8,62.32,50,163,891,optimal
2711,AWS,4,1,8,42.93,67,284.4,889,underutilized
2712,AWS,64,16,32,79.99,128,3337.4,1512,optimal
2713,AWS,2,1,8,44.4,40,203,862,underutilized
2714,GCP,1,1,8,93.28,92,161.6,873,overutilized
2715,AWS,1,1,8,75.91,57,162.6,693,optimal
2716,GCP,8,1,8,92.2,54,447.2,1042,overutilized
2717,GCP,64,16,32,86.97,135,3335.8,1424,overutilized
2718,AWS,64,16,32,92.93,91,3316.8,1758,overutilized
2719,GCP,32,16,16,67.16,93,2027.2,1057,optimal
2720,GCP,2,1,8,81.66,84,203.6,729,overutilized
2721,AWS,16,8,16,79.64,145,1052.2,967,overutilized
2722,AWS,32,16,16,41.69,80,2029.6,1173,underutilized
2723,AWS,64,16,32,40.79,91,3338.8,1570,underutilized
2724,GCP,64,16,32,95.54,61,3337.2,1417,overutilized
2725,AWS,4,2,8,87.7,70,324.8,870,overutilized
2726,On-prem,64,16,32,46.29,95,2662.4,1460,underutilized
2727,GCP,16,8,16,72.68,104,1056.8,835,optimal
2728,AWS,16,8,16,51.31,136,1055,1076,underutilized
2729,On-prem,1,1,8,76.85,66,130.6,920,optimal
2730,AWS,32,16,16,63.83,100,2021.8,1153,optimal
2731,GCP,8,1,8,89.24,115,448.6,862,overutilized
2732,GCP,16,4,16,62.09,88,890.4,916,optimal
2733,GCP,2,1,8,83.04,112,202.6,713,overutilized
2734,GCP,8,2,8,84.36,56,489.2,936,overutilized
2735,AWS,1,1,8,88.1,119,162.6,899,overutilized
2736,AWS,8,2,8,82.72,92,486,913,overutilized
2737,AWS,8,2,8,88.19,121,485,758,overutilized
2738,AWS,16,4,16,45.79,103,894.4,931,underutilized
2739,AWS,8,2,8,41.07,57,488.6,814,underutilized
2740,GCP,8,2,8,43.04,129,485,714,underutilized
2741,On-prem,32,16,16,72.16,74,1623,1213,optimal
2742,AWS,16,4,16,71.06,110,895.4,1040,optimal
2743,On-prem,4,1,8,64.94,147,226.6,681,optimal
2744,AWS,1,1,8,96.46,103,162.4,951,overutilized
2745,AWS,8,2,8,72.14,57,485,887,optimal
2746,On-prem,2,1,8,65.44,133,161.8,741,optimal
2747,On-prem,8,1,8,48.41,266,358.4,760,underutilized
2748,AWS,8,2,8,94.43,40,484.8,876,overutilized
2749,On-prem,2,1,8,47.08,104,162,851,underutilized
2750,On-prem,32,16,16,42.33,102,1628.8,1371,underutilized
2751,On-prem,2,1,8,69.88,295,162.8,966,overutilized
2752,AWS,64,16,32,85.81,103,3331.4,1791,overutilized
2753,GCP,1,1,8,52.04,149,162.8,871,overutilized
2754,On-prem,16,4,16,69.83,257,713.8,828,optimal
2755,AWS,4,2,8,65.27,73,326,885,optimal
2756,AWS,2,1,8,52.43,94,202.4,836,underutilized
2757,AWS,64,16,32,53.35,86,3343.4,1683,underutilized
2758,GCP,32,16,16,68.86,80,2031.2,958,optimal
2759,GCP,8,2,8,72.54,133,488.6,1026,optimal
2760,AWS,16,8,16,80.75,129,1058.6,1032,overutilized
2761,GCP,8,1,8,60.57,61,448,871,optimal
2762,AWS,2,1,8,47.59,76,203.4,729,underutilized
2763,GCP,8,1,8,69.09,113,445.2,1043,optimal
2764,On-prem,4,1,8,43.26,181,226.6,853,underutilized
2765,GCP,64,16,32,93.04,124,3330.4,1569,overutilized
2766,GCP,16,4,16,66.46,87,893.6,1134,optimal
2767,AWS,8,1,8,87.64,123,446.8,857,overutilized
2768,AWS,1,1,8,62.46,43,161.6,879,optimal
2769,On-prem,16,8,16,48.05,218,842.4,995,underutilized
2770,AWS,4,1,8,61.87,144,285.6,781,overutilized
2771,AWS,16,4,16,81.23,95,894,1041,overutilized
2772,AWS,8,2,8,94.88,41,488,997,overutilized
2773,GCP,8,1,8,91.21,96,448.4,823,overutilized
2774,GCP,8,1,8,61.3,122,445,811,optimal
2775,GCP,16,8,16,93.81,146,1056.6,1059,overutilized
2776,On-prem,32,16,16,47.82,266,1622.6,973,underutilized
2777,AWS,8,2,8,54.26,77,488.4,771,underutilized
2778,GCP,2,1,8,81.88,78,202.8,767,overutilized
2779,GCP,64,16,32,43.17,66,3328,1777,overutilized
2780,GCP,64,16,32,75.26,41,3320.8,1349,optimal
2781,GCP,16,8,16,97.99,116,1052,1145,overutilized
2782,AWS,32,16,16,67.5,145,2029.8,1225,overutilized
2783,GCP,32,16,16,94.98,66,2035.4,1270,overutilized
2784,GCP,8,1,8,72.68,105,445,844,optimal
2785,On-prem,1,1,8,58.64,82,130,757,underutilized
2786,AWS,16,8,16,47.51,50,1053.6,1021,underutilized
2787,GCP,16,8,16,71.38,82,1060.8,850,optimal
2788,On-prem,8,1,8,82.66,262,356.4,880,overutilized
2789,AWS,16,8,16,89.7,129,1058.4,1044,overutilized
2790,AWS,32,16,16,56.66,52,2020.4,1060,underutilized
2791,On-prem,4,2,8,52.29,290,259.2,673,overutilized
2792,On-prem,2,1,8,67.81,165,163.2,678,optimal
2793,AWS,2,1,8,71.53,138,202.2,892,optimal
2794,AWS,16,4,16,69.01,91,890.8,819,optimal
2795,On-prem,64,16,32,69.87,178,2675.4,1404,optimal
2796,GCP,4,1,8,60.01,103,285,890,optimal
2797,GCP,8,1,8,59.47,46,446.8,811,underutilized
2798,GCP,1,1,8,87.2,148,163.2,881,overutilized
2799,GCP,2,1,8,74.68,133,204,696,optimal
2800,GCP,1,1,8,71.18,95,162.4,752,optimal
2801,On-prem,32,16,16,42.05,241,1626.2,1185,underutilized
2802,AWS,64,16,32,64.3,118,3330,1349,optimal
2803,AWS,8,2,8,41.43,93,488.2,862,underutilized
2804,AWS,1,1,8,73.95,109,162.4,709,optimal
2805,AWS,8,2,8,80.89,139,487.4,865,overutilized
2806,GCP,1,1,8,47.29,71,162.4,809,underutilized
2807,AWS,64,16,32,64.29,145,3325.8,1749,overutilized
2808,GCP,64,16,32,76.62,43,3328.6,1763,overutilized
2809,AWS,2,1,8,80.65,113,203.2,662,overutilized
2810,GCP,1,1,8,89.52,92,163,874,overutilized
2811,GCP,4,2,8,74.35,148,326.2,803,overutilized
2812,AWS,4,1,8,78.45,142,285.6,987,overutilized
2813,On-prem,4,2,8,91.05,259,258.6,910,overutilized
2814,GCP,8,1,8,93.15,81,446.8,859,overutilized
2815,GCP,4,1,8,78.15,74,284.8,751,optimal
2816,AWS,1,1,8,79.25,100,161.6,691,optimal
2817,AWS,1,1,8,48.9,132,163.2,768,underutilized
2818,GCP,16,4,16,83.34,135,890.4,914,overutilized
2819,AWS,32,16,16,88.1,90,2032.2,1027,overutilized
2820,GCP,2,1,8,58.65,106,202.4,899,underutilized
2821,AWS,64,16,32,77.84,62,3343.2,1269,optimal
2822,GCP,32,16,16,82.19,99,2022.8,1237,overutilized
2823,On-prem,64,16,32,70.84,151,2663.2,1635,optimal
2824,AWS,32,16,16,54.17,53,2033,1238,underutilized
2825,AWS,16,8,16,87.46,87,1054.6,903,overutilized
2826,AWS,64,16,32,40.2,120,3316.6,1723,overutilized
2827,On-prem,8,2,8,54.41,167,391,731,underutilized
2828,AWS,4,1,8,51.96,128,284.4,793,underutilized
2829,On-prem,16,8,16,53.68,83,841.2,1023,underutilized
2830,GCP,1,1,8,53.06,41,163,642,underutilized
2831,AWS,1,1,8,40.33,66,163.2,684,underutilized
2832,AWS,16,4,16,73.96,58,891.4,821,optimal
2833,AWS,2,1,8,71.33,50,202.8,669,optimal
2834,AWS,16,8,16,89.51,71,1054.4,970,overutilized
2835,GCP,1,1,8,77.77,130,162.6,902,optimal
2836,GCP,4,2,8,44.04,145,325.6,699,overutilized
2837,AWS,2,1,8,95.59,79,203.2,956,overutilized
2838,AWS,4,1,8,46.27,43,284,889,underutilized
2839,AWS,1,1,8,56.5,95,162.6,865,underutilized
2840,AWS,8,1,8,67.54,145,448.2,877,overutilized
2841,AWS,16,4,16,77.8,93,890.6,921,optimal
2842,AWS,32,16,16,76.59,112,2033.8,975,optimal
2843,AWS,4,2,8,87.18,71,324.4,699,overutilized
2844,AWS,4,2,8,63.22,74,325.8,941,optimal
2845,AWS,4,2,8,65.57,123,325.4,939,optimal
2846,AWS,32,16,16,77.98,127,2020.4,1266,optimal
2847,On-prem,1,1,8,40.33,201,129.8,736,underutilized
2848,AWS,4,2,8,94.79,84,324.2,775,overutilized
2849,On-prem,64,16,32,42.17,116,2668,1757,overutilized
2850,On-prem,16,4,16,63.89,200,713.4,1036,optimal
2851,AWS,64,16,32,49.55,88,3345.4,1529,underutilized
2852,GCP,32,16,16,63.67,132,2035.8,1183,optimal
2853,AWS,64,16,32,92.63,133,3345.2,1659,overutilized
2854,On-prem,2,1,8,56.63,277,162.2,898,underutilized
2855,GCP,32,16,16,63.97,134,2023.2,1009,optimal
2856,AWS,16,8,16,83.94,108,1056.2,822,overutilized
2857,On-prem,8,1,8,72.16,230,357.4,742,optimal
2858,AWS,4,1,8,65.36,110,283,675,optimal
2859,On-prem,16,4,16,58.9,96,714.8,977,underutilized
2860,On-prem,16,8,16,96.71,119,841,868,overutilized
2861,GCP,32,16,16,74.26,90,2021.2,1227,optimal
2862,AWS,4,2,8,97.18,96,325.4,871,overutilized
2863,AWS,1,1,8,56.41,105,162.2,788,underutilized
2864,AWS,16,4,16,68.36,141,897,1130,overutilized
2865,AWS,64,16,32,47.08,91,3336.6,1295,underutilized
2866,GCP,32,16,16,55.63,116,2025.8,1191,underutilized
2867,AWS,2,1,8,82.28,65,202.6,808,overutilized
2868,On-prem,64,16,32,40.31,57,2663.2,1243,underutilized
2869,GCP,1,1,8,73.69,50,161.8,829,optimal
2870,GCP,2,1,8,70.08,64,202.6,673,optimal
2871,AWS,64,16,32,54.75,57,3325,1439,underutilized
2872,GCP,8,1,8,93.58,57,445.4,829,overutilized
2873,GCP,64,16,32,84.03,69,3329,1644,overutilized
2874,On-prem,32,16,16,90.76,280,1630.6,1248,overutilized
2875,AWS,2,1,8,61.84,64,202.4,888,optimal
2876,On-prem,4,1,8,97.23,150,228,980,overutilized
2877,On-prem,64,16,32,89.6,123,2663.8,1784,overutilized
2878,GCP,64,16,32,69.9,63,3329.2,1303,optimal
2879,AWS,8,2,8,77.72,137,489.2,1011,optimal
2880,On-prem,8,2,8,55.03,133,390.8,983,underutilized
2881,AWS,4,1,8,71.3,126,285.4,726,optimal
2882,AWS,2,1,8,61.05,77,202,726,optimal
2883,GCP,16,8,16,75.22,73,1054.2,883,optimal
2884,On-prem,8,2,8,95.42,288,389.4,920,overutilized
2885,On-prem,64,16,32,64.55,285,2667.6,1555,overutilized
2886,AWS,2,1,8,43.91,83,203.6,824,underutilized
2887,GCP,8,2,8,97.79,136,488.4,825,overutilized
2888,AWS,64,16,32,41.7,62,3344.6,1328,underutilized
2889,On-prem,16,4,16,56.38,146,712.6,1076,underutilized
2890,AWS,32,16,16,74.25,118,2026.4,1273,optimal
2891,AWS,2,1,8,95.43,138,202.2,843,overutilized
2892,GCP,32,16,16,59.43,97,2025,1344,underutilized
2893,AWS,4,2,8,78.98,40,325.4,789,optimal
2894,AWS,64,16,32,56.35,105,3323.6,1698,underutilized
2895,AWS,64,16,32,86.77,92,3330.4,1363,overutilized
2896,AWS,16,8,16,58.39,112,1057.8,912,underutilized
2897,GCP,8,2,8,65.04,76,486.4,886,optimal
2898,On-prem,1,1,8,70.78,54,129.4,652,optimal
2899,GCP,32,16,16,67.7,99,2026.2,980,optimal
2900,GCP,16,8,16,63.36,121,1056.2,843,optimal
2901,AWS,2,1,8,55.6,56,204,951,underutilized
2902,AWS,16,8,16,60.48,136,1060.8,896,optimal
2903,AWS,1,1,8,87.72,128,162,663,overutilized
2904,AWS,64,16,32,62.02,49,3313,1686,optimal
2905,AWS,32,16,16,67.62,150,2035.8,1180,overutilized
2906,On-prem,8,2,8,63.58,170,388,1005,optimal
2907,GCP,64,16,32,50.92,68,3324.4,1246,underutilized
2908,AWS,64,16,32,95.72,46,3330,1211,overutilized
2909,AWS,16,4,16,59.95,117,889.4,1121,underutilized
2910,GCP,2,1,8,65.09,122,203.2,850,optimal
2911,AWS,2,1,8,68.23,46,203,951,optimal
2912,GCP,1,1,8,63.61,93,161.8,916,optimal
2913,AWS,32,16,16,86.94,86,2024.8,1196,overutilized
2914,AWS,64,16,32,49.65,60,3316.6,1541,underutilized
2915,AWS,4,2,8,92.5,87,324.6,850,overutilized
2916,GCP,8,1,8,71.08,128,448,1014,optimal
2917,GCP,2,1,8,52.27,115,203,831,underutilized
2918,AWS,16,4,16,91.46,74,892.2,1103,overutilized
2919,On-prem,1,1,8,94.75,60,129.4,897,overutilized
